7.6294e-04 6.1035e-04 4.5776e-04
1.7242e-02 1.5259e-04 1.8005e-02
3.4332e-02 1.5259e-04 3.4180e-02
5.0659e-02 3.0518e-04 5.0812e-02
6.7596e-02 9.1553e-04 6.7291e-02
8.4229e-02 0.0000e+00 8.3771e-02
1.0086e-01 1.5259e-04 1.0162e-01
1.1719e-01 4.5776e-04 1.1795e-01
1.3367e-01 3.0518e-04 1.3443e-01
1.5106e-01 3.0518e-04 1.5106e-01
1.6754e-01 6.1035e-04 1.6754e-01
1.8402e-01 3.0518e-04 1.8448e-01
2.0172e-01 6.1035e-04 2.0142e-01
2.1790e-01 1.5259e-04 2.1805e-01
2.3483e-01 4.5776e-04 2.3483e-01
2.5131e-01 4.5776e-04 2.5162e-01
2.6810e-01 1.5259e-04 2.6810e-01
2.8442e-01 4.5776e-04 2.8534e-01
3.0182e-01 4.5776e-04 3.0167e-01
3.1815e-01 4.5776e-04 3.1830e-01
3.3447e-01 6.1035e-04 3.3524e-01
3.5141e-01 6.1035e-04 3.5202e-01
3.6926e-01 4.5776e-04 3.6835e-01
3.8528e-01 3.0518e-04 3.8483e-01
4.0115e-01 4.5776e-04 4.0237e-01
4.1824e-01 7.6294e-04 4.1931e-01
4.3472e-01 4.5776e-04 4.3594e-01
4.5212e-01 6.1035e-04 4.5120e-01
4.6875e-01 7.6294e-04 4.6875e-01
4.8599e-01 0.0000e+00 4.8584e-01
5.0201e-01 1.5259e-04 5.0232e-01
5.1926e-01 6.1035e-04 5.1910e-01
5.3574e-01 3.0518e-04 5.3589e-01
5.5252e-01 3.0518e-04 5.5206e-01
5.6931e-01 1.5259e-04 5.6961e-01
5.8594e-01 3.0518e-04 5.8624e-01
6.0303e-01 4.5776e-04 6.0181e-01
6.1951e-01 9.1553e-04 6.1905e-01
6.3599e-01 7.6294e-04 6.3629e-01
6.5186e-01 3.0518e-04 6.5277e-01
6.6986e-01 0.0000e+00 6.6956e-01
6.8619e-01 9.1553e-04 6.8665e-01
7.0251e-01 6.1035e-04 7.0297e-01
7.2006e-01 0.0000e+00 7.1930e-01
7.3730e-01 1.5259e-04 7.3547e-01
7.5363e-01 3.0518e-04 7.5363e-01
7.6965e-01 3.0518e-04 7.7026e-01
7.8659e-01 4.5776e-04 7.8629e-01
8.0322e-01 7.6294e-04 8.0276e-01
8.2016e-01 3.0518e-04 8.2031e-01
8.3618e-01 4.5776e-04 8.3679e-01
8.5373e-01 6.1035e-04 8.5388e-01
8.6990e-01 6.1035e-04 8.7006e-01
8.8623e-01 9.1553e-04 8.8730e-01
9.0332e-01 3.0518e-04 9.0378e-01
9.2072e-01 1.5259e-04 9.2041e-01
9.3719e-01 3.0518e-04 9.3750e-01
9.5352e-01 1.0681e-03 9.5398e-01
9.7061e-01 1.5259e-04 9.7076e-01
9.8755e-01 4.5776e-04 9.8709e-01
1.0042e+00 1.5259e-04 1.0039e+00
1.0208e+00 4.5776e-04 1.0213e+00
1.0378e+00 1.5259e-04 1.0367e+00
1.0539e+00 4.5776e-04 1.0536e+00
1.0709e+00 6.1035e-04 1.0709e+00
1.0872e+00 6.1035e-04 1.0880e+00
1.1044e+00 1.5259e-04 1.1047e+00
1.1208e+00 6.1035e-04 1.1206e+00
1.1377e+00 7.6294e-04 1.1374e+00
1.1540e+00 9.1553e-04 1.1545e+00
1.1713e+00 7.6294e-04 1.1713e+00
1.1887e+00 0.0000e+00 1.1874e+00
1.2048e+00 9.1553e-04 1.2047e+00
1.2219e+00 1.5259e-04 1.2215e+00
1.2386e+00 0.0000e+00 1.2383e+00
1.2550e+00 1.5259e-04 1.2552e+00
1.2715e+00 3.0518e-04 1.2715e+00
1.2881e+00 4.5776e-04 1.2886e+00
1.3049e+00 4.5776e-04 1.3051e+00
1.3214e+00 4.5776e-04 1.3219e+00
1.3388e+00 0.0000e+00 1.3383e+00
1.3542e+00 6.1035e-04 1.3550e+00
1.3718e+00 3.0518e-04 1.3718e+00
1.3887e+00 4.5776e-04 1.3887e+00
1.4056e+00 3.0518e-04 1.4049e+00
1.4226e+00 7.6294e-04 1.4220e+00
1.4384e+00 6.1035e-04 1.4375e+00
1.4548e+00 1.5259e-03 1.4548e+00
1.4720e+00 1.2207e-03 1.4711e+00
1.4888e+00 1.6785e-03 1.4874e+00
1.5059e+00 2.1362e-03 1.5039e+00
1.5218e+00 3.0518e-03 1.5196e+00
1.5390e+00 4.1199e-03 1.5358e+00
1.5561e+00 5.0354e-03 1.5509e+00
1.5729e+00 6.7139e-03 1.5663e+00
1.5887e+00 8.6975e-03 1.5810e+00
1.6061e+00 1.1139e-02 1.5947e+00
1.6228e+00 1.4496e-02 1.6083e+00
1.6394e+00 1.8463e-02 1.6214e+00
1.6565e+00 2.3193e-02 1.6335e+00
1.6724e+00 2.8076e-02 1.6449e+00
1.6885e+00 3.4637e-02 1.6553e+00
1.7056e+00 4.1656e-02 1.6652e+00
1.7229e+00 4.8981e-02 1.6742e+00
1.7403e+00 5.7220e-02 1.6827e+00
1.7563e+00 6.6681e-02 1.6905e+00
1.7725e+00 7.6294e-02 1.6974e+00
1.7896e+00 8.6517e-02 1.7041e+00
1.8063e+00 9.6893e-02 1.7101e+00
1.8233e+00 1.0773e-01 1.7157e+00
1.8401e+00 1.1948e-01 1.7206e+00
1.8564e+00 1.3168e-01 1.7258e+00
1.8738e+00 1.4343e-01 1.7300e+00
1.8895e+00 1.5656e-01 1.7343e+00
1.9070e+00 1.6891e-01 1.7386e+00
1.9235e+00 1.8173e-01 1.7419e+00
1.9400e+00 1.9470e-01 1.7455e+00
1.9568e+00 2.0798e-01 1.7487e+00
1.9734e+00 2.2202e-01 1.7523e+00
1.9897e+00 2.3590e-01 1.7551e+00
2.0071e+00 2.4963e-01 1.7580e+00
2.0236e+00 2.6306e-01 1.7609e+00
2.0396e+00 2.7740e-01 1.7633e+00
2.0569e+00 2.9144e-01 1.7659e+00
2.0741e+00 3.0563e-01 1.7683e+00
2.0894e+00 3.1998e-01 1.7708e+00
2.1069e+00 3.3463e-01 1.7728e+00
2.1243e+00 3.4912e-01 1.7751e+00
2.1405e+00 3.6377e-01 1.7775e+00
2.1573e+00 3.7811e-01 1.7795e+00
2.1741e+00 3.9307e-01 1.7813e+00
2.1912e+00 4.0771e-01 1.7833e+00
2.2075e+00 4.2236e-01 1.7853e+00
2.2244e+00 4.3716e-01 1.7870e+00
2.2408e+00 4.5242e-01 1.7888e+00
2.2571e+00 4.6707e-01 1.7905e+00
2.2745e+00 4.8248e-01 1.7921e+00
2.2908e+00 4.9713e-01 1.7938e+00
2.3074e+00 5.1239e-01 1.7953e+00
2.3245e+00 5.2750e-01 1.7970e+00
2.3412e+00 5.4260e-01 1.7986e+00
2.3576e+00 5.5817e-01 1.8002e+00
2.3743e+00 5.7281e-01 1.8016e+00
2.3907e+00 5.8838e-01 1.8030e+00
2.4077e+00 6.0394e-01 1.8045e+00
2.4248e+00 6.1859e-01 1.8057e+00
2.4416e+00 6.3400e-01 1.8071e+00
2.4580e+00 6.4972e-01 1.8085e+00
2.4744e+00 6.6498e-01 1.8100e+00
2.4916e+00 6.8069e-01 1.8109e+00
2.5081e+00 6.9534e-01 1.8124e+00
2.5240e+00 7.1045e-01 1.8140e+00
2.5414e+00 7.2678e-01 1.8152e+00
2.5584e+00 7.4219e-01 1.8161e+00
2.5752e+00 7.5775e-01 1.8173e+00
2.5911e+00 7.7286e-01 1.8185e+00
2.6082e+00 7.8812e-01 1.8201e+00
2.6245e+00 8.0414e-01 1.8208e+00
2.6416e+00 8.2001e-01 1.8221e+00
2.6584e+00 8.3511e-01 1.8231e+00
2.6740e+00 8.5052e-01 1.8240e+00
2.6913e+00 8.6594e-01 1.8253e+00
2.7081e+00 8.8181e-01 1.8265e+00
2.7249e+00 8.9722e-01 1.8277e+00
2.7417e+00 9.1339e-01 1.8285e+00
2.7580e+00 9.2850e-01 1.8295e+00
2.7753e+00 9.4452e-01 1.8307e+00
2.7908e+00 9.6024e-01 1.8318e+00
2.8079e+00 9.7656e-01 1.8326e+00
2.8252e+00 9.9152e-01 1.8338e+00
2.8419e+00 1.0072e+00 1.8347e+00
2.8590e+00 1.0226e+00 1.8355e+00
2.8754e+00 1.0385e+00 1.8369e+00
2.8917e+00 1.0547e+00 1.8378e+00
2.9083e+00 1.0703e+00 1.8385e+00
2.9253e+00 1.0855e+00 1.8396e+00
2.9416e+00 1.1017e+00 1.8404e+00
2.9590e+00 1.1174e+00 1.8414e+00
2.9759e+00 1.1333e+00 1.8420e+00
2.9919e+00 1.1490e+00 1.8433e+00
3.0089e+00 1.1649e+00 1.8440e+00
3.0257e+00 1.1804e+00 1.8448e+00
3.0418e+00 1.1969e+00 1.8457e+00
3.0588e+00 1.2125e+00 1.8466e+00
3.0756e+00 1.2280e+00 1.8475e+00
3.0917e+00 1.2442e+00 1.8484e+00
3.1084e+00 1.2604e+00 1.8494e+00
3.1258e+00 1.2756e+00 1.8500e+00
3.1430e+00 1.2915e+00 1.8510e+00
3.1586e+00 1.3072e+00 1.8518e+00
3.1757e+00 1.3232e+00 1.8524e+00
3.1917e+00 1.3396e+00 1.8533e+00
3.2091e+00 1.3551e+00 1.8541e+00
3.2251e+00 1.3712e+00 1.8550e+00
3.2425e+00 1.3867e+00 1.8559e+00
3.2593e+00 1.4027e+00 1.8561e+00
3.2758e+00 1.4185e+00 1.8571e+00
3.2927e+00 1.4348e+00 1.8579e+00
3.3089e+00 1.4508e+00 1.8590e+00
3.3257e+00 1.4661e+00 1.8597e+00
3.3427e+00 1.4821e+00 1.8605e+00
3.3594e+00 1.4984e+00 1.8613e+00
3.3762e+00 1.5138e+00 1.8620e+00
3.3922e+00 1.5309e+00 1.8628e+00
3.4096e+00 1.5459e+00 1.8636e+00
3.4261e+00 1.5625e+00 1.8645e+00
3.4431e+00 1.5784e+00 1.8649e+00
3.4595e+00 1.5939e+00 1.8657e+00
3.4760e+00 1.6101e+00 1.8666e+00
3.4929e+00 1.6260e+00 1.8671e+00
3.5098e+00 1.6418e+00 1.8678e+00
3.5265e+00 1.6582e+00 1.8684e+00
3.5431e+00 1.6743e+00 1.8692e+00
3.5596e+00 1.6905e+00 1.8698e+00
3.5760e+00 1.7053e+00 1.8707e+00
3.5933e+00 1.7220e+00 1.8713e+00
3.6098e+00 1.7383e+00 1.8721e+00
3.6263e+00 1.7546e+00 1.8727e+00
3.6436e+00 1.7708e+00 1.8733e+00
3.6598e+00 1.7863e+00 1.8742e+00
3.6768e+00 1.8022e+00 1.8747e+00
3.6931e+00 1.8179e+00 1.8753e+00
3.7102e+00 1.8341e+00 1.8761e+00
3.7271e+00 1.8503e+00 1.8770e+00
