9.1553e-04 6.1035e-04 3.0518e-04
1.7090e-02 3.0518e-04 1.7548e-02
3.4637e-02 6.1035e-04 3.4180e-02
5.0507e-02 0.0000e+00 5.0812e-02
6.6833e-02 3.0518e-04 6.7444e-02
8.4381e-02 1.5259e-04 8.4534e-02
1.0117e-01 4.5776e-04 1.0101e-01
1.1765e-01 6.1035e-04 1.1795e-01
1.3397e-01 4.5776e-04 1.3428e-01
1.5106e-01 3.0518e-04 1.5091e-01
1.6785e-01 1.5259e-04 1.6724e-01
1.8433e-01 6.1035e-04 1.8478e-01
2.0126e-01 1.5259e-04 2.0096e-01
2.1790e-01 1.5259e-04 2.1805e-01
2.3422e-01 6.1035e-04 2.3438e-01
2.5116e-01 9.1553e-04 2.5177e-01
2.6825e-01 4.5776e-04 2.6855e-01
2.8488e-01 1.5259e-04 2.8519e-01
3.0151e-01 7.6294e-04 3.0182e-01
3.1876e-01 3.0518e-04 3.1799e-01
3.3524e-01 7.6294e-04 3.3524e-01
3.5202e-01 1.5259e-04 3.5156e-01
3.6896e-01 1.5259e-04 3.6819e-01
3.8422e-01 6.1035e-04 3.8513e-01
4.0207e-01 1.5259e-04 4.0237e-01
4.1779e-01 1.0681e-03 4.1885e-01
4.3594e-01 1.5259e-04 4.3564e-01
4.5181e-01 6.1035e-04 4.5135e-01
4.6921e-01 0.0000e+00 4.6844e-01
4.8584e-01 4.5776e-04 4.8477e-01
5.0247e-01 6.1035e-04 5.0201e-01
5.1880e-01 6.1035e-04 5.1926e-01
5.3558e-01 3.0518e-04 5.3589e-01
5.5237e-01 6.1035e-04 5.5176e-01
5.6900e-01 3.0518e-04 5.6946e-01
5.8594e-01 4.5776e-04 5.8609e-01
6.0196e-01 9.1553e-04 6.0287e-01
6.1890e-01 1.5259e-04 6.1905e-01
6.3614e-01 1.5259e-04 6.3568e-01
6.5292e-01 6.1035e-04 6.5231e-01
6.6971e-01 3.0518e-04 6.6986e-01
6.8619e-01 4.5776e-04 6.8619e-01
7.0297e-01 0.0000e+00 7.0297e-01
7.1960e-01 4.5776e-04 7.1945e-01
7.3639e-01 -1.5259e-04 7.3593e-01
7.5317e-01 6.1035e-04 7.5348e-01
7.6981e-01 3.0518e-04 7.7011e-01
7.8690e-01 4.5776e-04 7.8583e-01
8.0292e-01 1.5259e-04 8.0292e-01
8.1970e-01 0.0000e+00 8.1985e-01
8.3603e-01 3.0518e-04 8.3710e-01
8.5403e-01 7.6294e-04 8.5403e-01
8.6945e-01 4.5776e-04 8.6960e-01
8.8638e-01 -1.5259e-04 8.8699e-01
9.0302e-01 7.6294e-04 9.0378e-01
9.2056e-01 1.5259e-04 9.2072e-01
9.3689e-01 7.6294e-04 9.3750e-01
9.5383e-01 1.5259e-04 9.5367e-01
9.6985e-01 6.1035e-04 9.7015e-01
9.8724e-01 1.5259e-04 9.8755e-01
1.0040e+00 1.5259e-04 1.0043e+00
1.0208e+00 1.5259e-04 1.0205e+00
1.0373e+00 -1.5259e-04 1.0371e+00
1.0547e+00 3.0518e-04 1.0541e+00
1.0706e+00 4.5776e-04 1.0712e+00
1.0875e+00 1.5259e-04 1.0880e+00
1.1044e+00 1.5259e-04 1.1049e+00
1.1214e+00 0.0000e+00 1.1209e+00
1.1378e+00 4.5776e-04 1.1378e+00
1.1545e+00 3.0518e-04 1.1537e+00
1.1714e+00 3.0518e-04 1.1707e+00
1.1882e+00 3.0518e-04 1.1877e+00
1.2045e+00 0.0000e+00 1.2048e+00
1.2218e+00 1.5259e-04 1.2210e+00
1.2387e+00 4.5776e-04 1.2373e+00
1.2546e+00 6.1035e-04 1.2553e+00
1.2714e+00 6.1035e-04 1.2712e+00
